drink_name
트레비 레몬
포카리스웨트
콜라 제로
나랑드사이다 제로
칠성사이다
펩시 제로 콜라 라임향
토닉워터
초정탄산수 플레인
빅토리아 플레인
비타
탐사 스파클링 플레인
펩시 제로 라임향
빅토리아 레몬향
맥콜
트레비 플레인
빅토리아 청포도 스파클링
트레비 자몽
분다버그 핑크 그래이프푸르트
슈가로로 스파클링 사과
빅토리아 파인애플 스파클링
코카콜라
이온더핏 제로
게토레이 레몬
코카콜라 제로
칠성사이다 제로
부르르 제로사이다
싱하 소다워터
빅토리아 자몽
슈가로로 스파클링 샤인머스캣
펩시 콜라 제로 라임향
링티 제로 복숭아맛
트레비 레몬맛
분다버그 핑크 그레이프푸르트
칠성사이다 사이다
슈가로로 스파클링 레몬사이다
오로나민 비타민음료
토레타
빅토리아
빅토리아 복숭아향
원에이엠 스파클링 애플
고려은단 마시는 비타민
빅토리아 라임
나랑드사이다
초정 토닉워터
천연사이다
산토리니 플레인
부르르 제로 사이다
트레비 라임
이프로부족할때
초정탄산수
오란씨 파인애플향
펩시 콜라
빅토리아 레몬
부르르 제로 콜라
미에로화이바
이온더핏
비타 아연
웰치스 포도
코카콜라 파워에이드 마운틴 블라스트
원에이엠 스파클링 라임
페리에 라임
탐사 스파클링 그린애플
광동 비타 스파클링
산펠레그리노
페리에 플레인
인테이크 슈가로로 스파클링 복숭아
탐사 스파클링 워터 청포도
탐사 시그니처 스파클링 레몬
코카콜라음료 코카콜라
트레비 플레인 페트
아이스웨일 레몬라임
웰치스 포도맛
탐사 제로 사이다
빅토리아 요거플러스
산토리니 레몬
썬키스트 자몽소다
광동 아이스웨일 샤인머스캣
칼로바이 프로틴 스파클링 무설탕 핑크자몽
동원에프앤비 미네마인 스파클링워터
비타 비타민
웅진빅토리아 플레인
부르르 제로콜라
초정탄산수 라임
데미소다 애플
진로토닉워터
탐사 제주스파클링 샤인머스캣향
블루레몬에이드
제로 레몬에이드
분다버그 진저비어
코크제로 코카콜라 제로
썬키스트 레몬워터
라인바싸 플레인
페리에 레몬
밀키스
라인바싸 자몽
초정탄산수 레몬
아임얼라이브콤부차
빅토리아 청포도
광동 비타 비타민음료
오란씨 파인애플
산펠레그리노 폼펠모
광동 비타
써니텐 파인애플향
갈배 사이다
마운틴듀
오랑지나
산토리니 라임
웰치스소다 농심 딸기
웰치 소다 오렌지맛
