reviews
 월   일 도착했는데  월   일까지라니 유통기한이   일 남짓  저는 그나마 빨리 먹게 되어 다행이자만  유통기한이 짧아 가격이 낮다는 내용을 첨부하셔야 할 것 같아요   맛은 크게 달지 않고 탄산수에 넣으면 맛있네요  살짝 보드카와 섞어도 맛나요  
유통기간  주일 남음  판매자는 이런 사항을 정확하게 표기를 해야 한다고 보임  주일 남았으면 주문을 하지 않았을 수도 있었는데  짐버 품질은 만족합니다  이미 몇번 마셔봐서 
