reviews
임신을 한 후 입덧때문에 탄산을 마시고 싶었을때부터 슈가제로 탄산에 관심을 가지게 되었어요 밖에서 사자니 너무 무겁고 쿠팡에서 슈가로로 레몬부터 접했었죠   개여서 언제 다 마시나했는데 생각보다 탄산도 쎄고 좋더라구요  레몬 탄산맛 딱 그자체   그다음 사과가 제일 인기 많길래 사봤는데 피크닉 탄산음료맛이구요  출산 후에도 제일 자주 재구매해서 마셨어요  그러다보니 좀 질려서 샤인머스캣도 있었지만 리뷰도 별로 없고 땡기지 않아서 복숭아로 사봤는데 어릴적 마시던 이프로 음료맛이라고 생각하시면 돼요 딱 이프로 탄산 맛이에요   맛있지만 이게 가격이  천원  가량 더 비싸네요 기본적으로 탄산은 코카콜라처럼 엄청 쎄고 뚜껑만 잘 닫으면 조금은 오래갑니다  개인적인 바램은 맛이 더 추가가 되고   개 말고   개라도 줄여주었으면 좋겠어요 한번 오면 냉장고를 다 차지하네요   
사과랑 레몬을 거쳐 복숭아까지 왔어요   복숭아향은 풍부한 편이였어요  이프로 향이랑 매우 유사한편  탄산감도 훌륭합니다   단맛은 생각보다 많이 강한거같아서 적당한 단맛을 원하시면 피하세요    개인적으론 밸런스는 레몬이 좋은거같아요 사과 복숭아는 제 입맛에는 단 편인거같아요
슈가로로 스파클링 맛 본 이후로 다른 탄산수는 못 먹어요  다이어트 하는 한 사람으로써 탄산이라던지 음료로 대처 할 수 있어 좋고  여러가지 탄산수를 먹어봤지만 슈가로로가 최고인거 같아요  이제 슈가로로로 정착하려 합니다   
복숭아  레몬  청포도  사과 다 먹고 있는데  복숭아   레몬   사과   청포도 순임   청포도 뭔가 향이 약한 느낌  달달한 향이 부족하다   사과는 먹을만 함  레몬은 상큼하고 맛남  복숭아는 굿임    비슷한데 더 진함
복숭아맛이 나와서 너무 좋네요   최고에요  
맛 만족도 예상보다 맛있어요
 명에게 도움 됨
진짜 슈가로로 탄산수는 짱 이에요    번창하세요
진짜맛있어요  짱짱 슈가로로는 맛없을수가없네용
 명에게 도움 됨
맛 만족도 예상보다 맛있어요
맛 만족도 예상보다 맛있어요
