reviews
여기에서만 시켰었는데 구성이 조금 바꼈었는지 모르고 시켜버렸었어용      힝 꼬마캔은 다른곳에서 할걸   또  르르   전 구성이 더 좋았어요                바꼈으면 좋겠습니다    
탄산은 요즘 자주 마시게 되어 한번에 적당한 양만 먹으려고 작은 캔을 찾다가 여러가지 한번에 구매할수 있는 요제품을 구매했어요 한번 열면 다 먹어야하는데 작은 캔이 적당한거 같아요 펜트리에 넣어두고 하나씩 꺼내먹으려고 합니다 다먹고 재주문 할거 같아요
상품 한개도 찌그러짐없음 사이다종류가 더 많은데 미세하게 맛은 다 달라요    재구매의사 있음
탄산빠지면 맛없는데 딱사이즈가 한번먹기좋아요   종류도여러가지라서 골라먹는재미가있어요  
자취하는 지인몰래 집으로 택배보냈는데 생각보다 배송이 깔끔하게 도착해서 좋았어요   다른 음료는 종류가 하나씩 대용량으로 팔아서 살짝 질리는 느낌이 있엇습니다 그래서 이번엔 종류가 여러개 들어있는 이 제품으로 구입을 했더니 너무 좋아하더라구요        조만간 또 구매예정입니다
컨피던스인가 그건 안먹는거지만 그 외 구성이 참 좋습니다 마음에 들어요   항상 뚱캔이나 큰캔은 더부룩해서 남겼는데 요게 제 양에 딱 적당한거같아요 탄산생각날때 조금씩 마실 수 있어서 굉장히 만족스럽습니다  가격도 이정도면 착한거같아요   실제 사이즈가 상당히 귀엽네요  
여러가지 맛들을 한꺼번에 볼수 있어서 구매했어요   탄산을 좋아하는데   매일 같이 한가지 맛만 먹기는 싫은데   이렇게 다양한 구성이 있어서 너무나 좋아요   진작에 알았더라면  세트 구매했어요  
소캔 이에요 작은캔 잘먹고있어요 좋아요 재구매 의향있습니다 골라먹는 재미가 있어요 페트는 금방 김빠지고 뚱캔 한캔은 다마시기 힘들고 소캔이 딱입니다 저는
맛 만족도 괜찮아요
여러가지 맛으로 골라먹을수 있고 용량 큰 캔이 아니고 용량 작은 캔이라 한번에 마시기에 부담이 없어서 너무 좋습니다  언제나 배송도 빨리 해주시고 좋습니다   
맛 만족도 괜찮아요
맛 만족도 괜찮아요
맛 만족도 예상보다 맛있어요
맛 만족도 예상보다 맛 없어요
맛 만족도 괜찮아요
종류별로 골고루 와서 다양한 맛을 즐길수 있고 양도 미니사이즈라 한번에 다 마시기 좋아요
맛 만족도 괜찮아요
맛 만족도 괜찮아요
종류가 다양하고 작은양이라 한번에 딱 마시기 좋아요 매일매일 색다른맛   좋아요  
""
여러가지 섞여있어서 골라먹는 재미도 있고 작아서 어린애들도 남기지 않고 다 먹을수있어요
맛 만족도 예상보다 맛있어요
맛있고 골라먹는 재미도 있어요  매일매일먹게되네요
맛 만족도 괜찮아요
 명에게 도움 됨
""
맛 만족도 괜찮아요
맛 만족도 괜찮아요
""
음료수를 여러가지 먹을 수 있어 좋아요
맛 만족도 괜찮아요
골라먹는 재미가 있음
""
맛 만족도 괜찮아요
""
탄산 강도 적당해요
너무좋은 가격
맛 만족도 예상보다 맛있어요
맛 만족도 예상보다 맛있어요
탄산 강도 강해요
""
맛 만족도 괜찮아요
만족합니다   
맛 만족도 괜찮아요
한번에 호로록 먹기 좋아요
맛 만족도 괜찮아요
맛 만족도 괜찮아요
맛 만족도 예상보다 맛있어요
용량이 매우 작아요    미리라 한모금  
 명에게 도움 됨
 명에게 도움 됨
맛 만족도 괜찮아요
""
맛 만족도 예상보다 맛있어요
""
탄산 강도 적당해요
맛 만족도 괜찮아요
