reviews
한정판이라 꼭 맛보고 싶긴 했어요   제로칼로리라 살찌는것에 부담감을 덜 가지고   체리코크맛 같기도 하고   평범한듯 아닌듯 먹을만했어여  배송비땜시 비싸게 주고 산 느낌이니 싸지지 않고서야 더 맛볼일은 없을것 같긴해요 
