reviews
   은 한번먹기너무많고 이사이즈가딱이네요 그래서자주주문
개쩜 시키셈
맛 만족도 예상보다 맛 없어요
포도 웰치스는 사랑입니다 
넘좋아요 완전만족입니다 콜라보다맛있어요
