reviews
음료사이즈도 좋고 두가지 탄산음료를 같이 구매해서 좋네요  코카콜라와 사이다 자주 구매하는데 세트라 한번에 구매했어요  떨어지면 또 구매하려구요  많이 파세요 
사진보시다시피 터졌어요 끈적거리고 냄새나고   하나씩 다 닦아야하고  찌그러지고 난리도 아니네요 이거 마셔도 됩니까  던지신거같아요
맛 만족도 괜찮아요
맛 만족도 예상보다 맛있어요
칠성사이다              코카콜라              파손없이 말끔하게 잘받았습니다   크기도 양도 좋아요   맛있어요  탄산이 시원합니다  감사합니다 
맛 만족도 괜찮아요
구입가격       원 배송비 천원별도 캔당 배송비포함    원꼴이네요 
빠르게 배송해 주셔서 감사합니다  따로 따로 주문하지 않고 한번에 주문해서 배송비도 절감되고 같이 받아볼수 있어서 아주 좋아요  다음에 또 방문해야 될 것 같습니다 
맛 만족도 예상보다 맛있어요
콜라 또는 사이다 둘다 먹고 싶다보니 적당한 사이즈가 필요했어요 근데 이거 딱이네욤 
양이 정말 적당해요 탄산도 빵빵하고 너무너무 좋네요
세트로 줘서 좋아요 저는 사이다 집주인님은 콜라 세트로 묶어 주셔서 감사합니다 
가장 선호도높은 콜라 사이다를 묶음 판매  요즘 탄산에 중독돼서 아침제외 매끼마다 한캔씩 먹는중    개니까   일치  그런데 가족들도 먹기시작해서  인가족기준 일주일치
탄산음료를 자주 먹어서 그냥 한달에 한번씩 구매해서 먹기 좋아요 
상품도 하자없이 다 양호하고요 배송도빠르고 가격도 조금 싼가격에 산거같아요 시중에서사자니 왠지 손해볼꺼같아서 인터넷으로주문했네요    여유있게 탄산먹어도되서좋네요  
역시 작아야 안남기네요     더 먹게 생겼어요   
맛 만족도 예상보다 맛있어요
맛 만족도 괜찮아요
가격대비 가성비 좋구 작은캔이라 한번에 먹기좋아요 전 탄산은 한번에 많이 못마셔서 자주 찾는데 탄산 많이 드시는분들은 큰걸 추천드려요
잘 받았습니다  냉장고에 쟁여놓고 마시려구여 양이 적어서 한 번에 마시기에 적당해요
감사합니다   많이 파세요   물건 괜찮아요  
 명에게 도움 됨
콜라가 하나가 터져서 오긴 했는데 그래도 잘먹고있습니다  
콜라사이다   말이필요없는제품이져   맛있게 잘먹고있습니다  
덕분에 탄산을 싫어했는데 자주 먹다보니 계속 땡기네요 살쪘어요 흑    그래도 좋아요
맛 만족도 예상보다 맛있어요
맛 만족도 예상보다 맛있어요
""
아이들이 먹기엔 딱좋은 용량 입니다 계속 구매해서 먹을거구요    
맛 만족도 예상보다 맛있어요
마자요   여러분이 아는 그 코카콜라 그 칠성사이다 입니다 
맛 만족도 예상보다 맛있어요
""
맛 만족도 괜찮아요
우연히 돌다가 타사 홈페이지보다더 저렴히잘샀어요
""
""
""
""
정기적으로 배송해먹어요 여기가 젤싸고 빠릅니다 
맛 만족도 괜찮아요
맛 만족도 괜찮아요
""
""
""
맛 만족도 예상보다 맛있어요
맛 만족도 괜찮아요
맛 만족도 예상보다 맛있어요
맛 만족도 괜찮아요
맛 만족도 예상보다 맛있어요
맛 만족도 예상보다 맛있어요
맛 만족도 괜찮아요
맛 만족도 괜찮아요
""
항상 채워 놓는 간식입니다
맛 만족도 예상보다 맛있어요
맛 만족도 괜찮아요
맛 만족도 괜찮아요
맛 만족도 예상보다 맛있어요
맛 만족도 괜찮아요
말이필요없어요
맛 만족도 예상보다 맛있어요
맛 만족도 괜찮아요
맛 만족도 괜찮아요
""
맛 만족도 괜찮아요
맛 만족도 괜찮아요
맛 만족도 괜찮아요
맛 만족도 예상보다 맛 없어요
남기지 않고 양이 적당해요 
코카콜라와 칠성사이다는 진리입니다 
좋아요좋아요
""
맛 만족도 괜찮아요
맛 만족도 예상보다 맛있어요
맛 만족도 괜찮아요
맛 만족도 예상보다 맛있어요
""
맛 만족도 괜찮아요
""
""
주문해서 먹는거 같아요
맛 만족도 괜찮아요
맛 만족도 예상보다 맛있어요
맛 만족도 예상보다 맛있어요
맛 만족도 괜찮아요
""
맛 만족도 예상보다 맛있어요
맛 만족도 예상보다 맛있어요
""
맛 만족도 괜찮아요
맛 만족도 괜찮아요
""
좋습니다
맛 만족도 괜찮아요
탄산 강도 적당해요
맛 만족도 괜찮아요
맛 만족도 괜찮아요
좋아요
맛 만족도 예상보다 맛있어요
