reviews
합석착향료 향이 넘 강해요 기존에 부르르 콜라 넘 맛있게 먹어서 패션후르츠도 좋아해서 딱 내꺼다 하고 구매했는데 풍선껌 정도의 합성착향료 음료수생각하고 구매 하시면 될듯요 웁스
평소 부르르 좋아해서 몇박스씩 집에놓고 마시는데   션후르츠 나오자마자 샀어요 탄산은 좀약해요 기존부르르보다 가격은 좀쎈편이지만 괜찮아요
맛 만족도 예상보다 맛있어요
생각보다 패션후르츠맛이 강해서 좋았어요
""
